,Accuracy,F1,Precision,Recall,Precision-Recall Curve
id_286,0.9025375247001648,0.9388524293899536,0.9931262135505676,0.8902033567428589,"(tensor([0.8405, 0.9931, 1.0000]), tensor([1.0000, 0.8902, 0.0000]), tensor([0., 1.]))"
id_244,0.9039875864982605,0.9398871660232544,0.9919244647026062,0.8930375576019287,"(tensor([0.8405, 0.9919, 1.0000]), tensor([1.0000, 0.8930, 0.0000]), tensor([0., 1.]))"
id_33,0.9045054316520691,0.9402152299880981,0.9921992421150208,0.8934072852134705,"(tensor([0.8405, 0.9922, 1.0000]), tensor([1.0000, 0.8934, 0.0000]), tensor([0., 1.]))"
id_87,0.9042983055114746,0.9402714967727661,0.9888511300086975,0.8962415456771851,"(tensor([0.8405, 0.9889, 1.0000]), tensor([1.0000, 0.8962, 0.0000]), tensor([0., 1.]))"
id_336,0.9045054316520691,0.9404315948486328,0.9884557723999023,0.8968576788902283,"(tensor([0.8405, 0.9885, 1.0000]), tensor([1.0000, 0.8969, 0.0000]), tensor([0., 1.]))"
id_133,0.9047125577926636,0.9405146837234497,0.989389181137085,0.8962415456771851,"(tensor([0.8405, 0.9894, 1.0000]), tensor([1.0000, 0.8962, 0.0000]), tensor([0., 1.]))"
id_274,0.9050232768058777,0.9406511187553406,0.9905943274497986,0.8955021500587463,"(tensor([0.8405, 0.9906, 1.0000]), tensor([1.0000, 0.8955, 0.0000]), tensor([0., 1.]))"
id_294,0.9048161506652832,0.9406676292419434,0.9879305958747864,0.8977202773094177,"(tensor([0.8405, 0.9879, 1.0000]), tensor([1.0000, 0.8977, 0.0000]), tensor([0., 1.]))"
id_211,0.9042983055114746,0.9406780004501343,0.9819059371948242,0.9027726650238037,"(tensor([0.8405, 0.9819, 1.0000]), tensor([1.0000, 0.9028, 0.0000]), tensor([0., 1.]))"
id_38,0.9056447148323059,0.9409935474395752,0.991807758808136,0.8951324820518494,"(tensor([0.8405, 0.9918, 1.0000]), tensor([1.0000, 0.8951, 0.0000]), tensor([0., 1.]))"
id_176,0.9058519005775452,0.9411536455154419,0.9914075136184692,0.8957486152648926,"(tensor([0.8405, 0.9914, 1.0000]), tensor([1.0000, 0.8957, 0.0000]), tensor([0., 1.]))"
id_27,0.9057483077049255,0.9411993026733398,0.9894036054611206,0.8974738121032715,"(tensor([0.8405, 0.9894, 1.0000]), tensor([1.0000, 0.8975, 0.0000]), tensor([0., 1.]))"
id_361,0.9073019027709961,0.9422169923782349,0.9895579218864441,0.8991990089416504,"(tensor([0.8405, 0.9896, 1.0000]), tensor([1.0000, 0.8992, 0.0000]), tensor([0., 1.]))"
id_143,0.9081305265426636,0.9426521062850952,0.9915668964385986,0.8983364105224609,"(tensor([0.8405, 0.9916, 1.0000]), tensor([1.0000, 0.8983, 0.0000]), tensor([0., 1.]))"
id_131,0.9068876504898071,0.9427279233932495,0.9758638739585876,0.9117683172225952,"(tensor([0.8405, 0.9759, 1.0000]), tensor([1.0000, 0.9118, 0.0000]), tensor([0., 1.]))"
id_254,0.9085447788238525,0.9430506229400635,0.9893099069595337,0.9009242057800293,"(tensor([0.8405, 0.9893, 1.0000]), tensor([1.0000, 0.9009, 0.0000]), tensor([0., 1.]))"
id_81,0.9087519645690918,0.9431576132774353,0.9898428916931152,0.9006777405738831,"(tensor([0.8405, 0.9898, 1.0000]), tensor([1.0000, 0.9007, 0.0000]), tensor([0., 1.]))"
id_368,0.9084412455558777,0.9431803226470947,0.9857584238052368,0.9041281342506409,"(tensor([0.8405, 0.9858, 1.0000]), tensor([1.0000, 0.9041, 0.0000]), tensor([0., 1.]))"
id_30,0.90937340259552,0.9433253407478333,0.9942654371261597,0.8973506093025208,"(tensor([0.8405, 0.9943, 1.0000]), tensor([1.0000, 0.8974, 0.0000]), tensor([0., 1.]))"
id_128,0.9089590907096863,0.9433670043945312,0.9885228276252747,0.9021564722061157,"(tensor([0.8405, 0.9885, 1.0000]), tensor([1.0000, 0.9022, 0.0000]), tensor([0., 1.]))"
id_141,0.9103055596351624,0.9441578388214111,0.9902610778808594,0.9021564722061157,"(tensor([0.8405, 0.9903, 1.0000]), tensor([1.0000, 0.9022, 0.0000]), tensor([0., 1.]))"
id_228,0.910823404788971,0.9445482492446899,0.9893416166305542,0.9036352634429932,"(tensor([0.8405, 0.9893, 1.0000]), tensor([1.0000, 0.9036, 0.0000]), tensor([0., 1.]))"
id_291,0.9112377166748047,0.9446703791618347,0.9921345114707947,0.9015403389930725,"(tensor([0.8405, 0.9921, 1.0000]), tensor([1.0000, 0.9015, 0.0000]), tensor([0., 1.]))"
id_199,0.9113412499427795,0.9447599649429321,0.9917355179786682,0.902033269405365,"(tensor([0.8405, 0.9917, 1.0000]), tensor([1.0000, 0.9020, 0.0000]), tensor([0., 1.]))"
id_173,0.9113412499427795,0.944838285446167,0.99027419090271,0.9033887982368469,"(tensor([0.8405, 0.9903, 1.0000]), tensor([1.0000, 0.9034, 0.0000]), tensor([0., 1.]))"
id_83,0.9120662808418274,0.9453562498092651,0.9894906878471375,0.9049907326698303,"(tensor([0.8405, 0.9895, 1.0000]), tensor([1.0000, 0.9050, 0.0000]), tensor([0., 1.]))"
id_26,0.9119626879692078,0.9454288482666016,0.9868650436401367,0.9073321223258972,"(tensor([0.8405, 0.9869, 1.0000]), tensor([1.0000, 0.9073, 0.0000]), tensor([0., 1.]))"
id_257,0.9120662808418274,0.9454405307769775,0.9879129528999329,0.9064695239067078,"(tensor([0.8405, 0.9879, 1.0000]), tensor([1.0000, 0.9065, 0.0000]), tensor([0., 1.]))"
id_356,0.9124805927276611,0.9455225467681885,0.9914819002151489,0.9036352634429932,"(tensor([0.8405, 0.9915, 1.0000]), tensor([1.0000, 0.9036, 0.0000]), tensor([0., 1.]))"
id_130,0.9127913117408752,0.9457683563232422,0.9906895160675049,0.9047443270683289,"(tensor([0.8405, 0.9907, 1.0000]), tensor([1.0000, 0.9047, 0.0000]), tensor([0., 1.]))"
id_351,0.9131020307540894,0.9459441304206848,0.9912233352661133,0.9046210646629333,"(tensor([0.8405, 0.9912, 1.0000]), tensor([1.0000, 0.9046, 0.0000]), tensor([0., 1.]))"
id_288,0.9132055640220642,0.9460398554801941,0.990694522857666,0.9052371978759766,"(tensor([0.8405, 0.9907, 1.0000]), tensor([1.0000, 0.9052, 0.0000]), tensor([0., 1.]))"
id_302,0.9128948450088501,0.946155309677124,0.9846748113632202,0.9105360507965088,"(tensor([0.8405, 0.9847, 1.0000]), tensor([1.0000, 0.9105, 0.0000]), tensor([0., 1.]))"
id_167,0.9135162830352783,0.9462157487869263,0.9912280440330505,0.9051139950752258,"(tensor([0.8405, 0.9912, 1.0000]), tensor([1.0000, 0.9051, 0.0000]), tensor([0., 1.]))"
id_59,0.9141377806663513,0.9465816020965576,0.9920313358306885,0.9051139950752258,"(tensor([0.8405, 0.9920, 1.0000]), tensor([1.0000, 0.9051, 0.0000]), tensor([0., 1.]))"
id_357,0.9137234687805176,0.9468783736228943,0.9812318086624146,0.914849042892456,"(tensor([0.8405, 0.9812, 1.0000]), tensor([1.0000, 0.9148, 0.0000]), tensor([0., 1.]))"
id_125,0.9145520329475403,0.9469077587127686,0.9909752011299133,0.9065927267074585,"(tensor([0.8405, 0.9910, 1.0000]), tensor([1.0000, 0.9066, 0.0000]), tensor([0., 1.]))"
id_318,0.9146556258201599,0.9470369219779968,0.9897890686988831,0.9078249931335449,"(tensor([0.8405, 0.9898, 1.0000]), tensor([1.0000, 0.9078, 0.0000]), tensor([0., 1.]))"
id_12,0.9145520329475403,0.9470508694648743,0.9882132411003113,0.9091805219650269,"(tensor([0.8405, 0.9882, 1.0000]), tensor([1.0000, 0.9092, 0.0000]), tensor([0., 1.]))"
id_207,0.9148627519607544,0.9471586346626282,0.9900550842285156,0.9078249931335449,"(tensor([0.8405, 0.9901, 1.0000]), tensor([1.0000, 0.9078, 0.0000]), tensor([0., 1.]))"
id_266,0.914966344833374,0.9471651911735535,0.9912446141242981,0.9068391919136047,"(tensor([0.8405, 0.9912, 1.0000]), tensor([1.0000, 0.9068, 0.0000]), tensor([0., 1.]))"
id_238,0.9148627519607544,0.9471790194511414,0.9896602630615234,0.9081947207450867,"(tensor([0.8405, 0.9897, 1.0000]), tensor([1.0000, 0.9082, 0.0000]), tensor([0., 1.]))"
id_367,0.9148627519607544,0.9471790194511414,0.9896602630615234,0.9081947207450867,"(tensor([0.8405, 0.9897, 1.0000]), tensor([1.0000, 0.9082, 0.0000]), tensor([0., 1.]))"
id_178,0.9137234687805176,0.9472283720970154,0.9747066497802734,0.921256959438324,"(tensor([0.8405, 0.9747, 1.0000]), tensor([1.0000, 0.9213, 0.0000]), tensor([0., 1.]))"
id_333,0.9153806567192078,0.9473141431808472,0.9936417937278748,0.9051139950752258,"(tensor([0.8405, 0.9936, 1.0000]), tensor([1.0000, 0.9051, 0.0000]), tensor([0., 1.]))"
id_216,0.9145520329475403,0.9474889636039734,0.9798578023910522,0.9171903729438782,"(tensor([0.8405, 0.9799, 1.0000]), tensor([1.0000, 0.9172, 0.0000]), tensor([0., 1.]))"
id_97,0.9155877828598022,0.9475377798080444,0.9919137358665466,0.9069623947143555,"(tensor([0.8405, 0.9919, 1.0000]), tensor([1.0000, 0.9070, 0.0000]), tensor([0., 1.]))"
id_47,0.9156913757324219,0.9475853443145752,0.9923129081726074,0.9067159295082092,"(tensor([0.8405, 0.9923, 1.0000]), tensor([1.0000, 0.9067, 0.0000]), tensor([0., 1.]))"
id_62,0.9154841899871826,0.9476251602172852,0.9888814687728882,0.9096734523773193,"(tensor([0.8405, 0.9889, 1.0000]), tensor([1.0000, 0.9097, 0.0000]), tensor([0., 1.]))"
id_224,0.9150699377059937,0.9478039741516113,0.9802501797676086,0.9174368381500244,"(tensor([0.8405, 0.9803, 1.0000]), tensor([1.0000, 0.9174, 0.0000]), tensor([0., 1.]))"
id_110,0.9155877828598022,0.947826623916626,0.9862776398658752,0.9122612476348877,"(tensor([0.8405, 0.9863, 1.0000]), tensor([1.0000, 0.9123, 0.0000]), tensor([0., 1.]))"
id_192,0.9158985018730164,0.9479085803031921,0.988625705242157,0.9104127883911133,"(tensor([0.8405, 0.9886, 1.0000]), tensor([1.0000, 0.9104, 0.0000]), tensor([0., 1.]))"
id_280,0.9156913757324219,0.9479272961616516,0.9856325387954712,0.9130006432533264,"(tensor([0.8405, 0.9856, 1.0000]), tensor([1.0000, 0.9130, 0.0000]), tensor([0., 1.]))"
id_144,0.9153806567192078,0.9480973482131958,0.9784946441650391,0.9195317029953003,"(tensor([0.8405, 0.9785, 1.0000]), tensor([1.0000, 0.9195, 0.0000]), tensor([0., 1.]))"
id_151,0.9166235327720642,0.9483808875083923,0.9886363744735718,0.9112753868103027,"(tensor([0.8405, 0.9886, 1.0000]), tensor([1.0000, 0.9113, 0.0000]), tensor([0., 1.]))"
id_272,0.9167270660400391,0.9484019875526428,0.9895540475845337,0.9105360507965088,"(tensor([0.8405, 0.9896, 1.0000]), tensor([1.0000, 0.9105, 0.0000]), tensor([0., 1.]))"
id_300,0.9163128137588501,0.9484431147575378,0.9834590554237366,0.9158348441123962,"(tensor([0.8405, 0.9835, 1.0000]), tensor([1.0000, 0.9158, 0.0000]), tensor([0., 1.]))"
id_264,0.9147592186927795,0.9485593438148499,0.9624556303024292,0.9350585341453552,"(tensor([0.8405, 0.9625, 1.0000]), tensor([1.0000, 0.9351, 0.0000]), tensor([0., 1.]))"
id_65,0.9167270660400391,0.948573648929596,0.986168384552002,0.9137399792671204,"(tensor([0.8405, 0.9862, 1.0000]), tensor([1.0000, 0.9137, 0.0000]), tensor([0., 1.]))"
id_267,0.9172449707984924,0.9486603140830994,0.9911385774612427,0.9096734523773193,"(tensor([0.8405, 0.9911, 1.0000]), tensor([1.0000, 0.9097, 0.0000]), tensor([0., 1.]))"
id_304,0.9174520969390869,0.948782205581665,0.9914047718048096,0.9096734523773193,"(tensor([0.8405, 0.9914, 1.0000]), tensor([1.0000, 0.9097, 0.0000]), tensor([0., 1.]))"
id_146,0.9171413779258728,0.9488947987556458,0.9851438999176025,0.915218710899353,"(tensor([0.8405, 0.9851, 1.0000]), tensor([1.0000, 0.9152, 0.0000]), tensor([0., 1.]))"
id_52,0.9175556898117065,0.9491438865661621,0.9855380058288574,0.9153419733047485,"(tensor([0.8405, 0.9855, 1.0000]), tensor([1.0000, 0.9153, 0.0000]), tensor([0., 1.]))"
id_183,0.9180735349655151,0.9492395520210266,0.9903588891029358,0.9113986492156982,"(tensor([0.8405, 0.9904, 1.0000]), tensor([1.0000, 0.9114, 0.0000]), tensor([0., 1.]))"
id_289,0.9178664088249207,0.9493452906608582,0.9855437874794006,0.9157116413116455,"(tensor([0.8405, 0.9855, 1.0000]), tensor([1.0000, 0.9157, 0.0000]), tensor([0., 1.]))"
id_281,0.9170377850532532,0.949447751045227,0.9730918407440186,0.9269254207611084,"(tensor([0.8405, 0.9731, 1.0000]), tensor([1.0000, 0.9269, 0.0000]), tensor([0., 1.]))"
id_104,0.9182806611061096,0.9495104551315308,0.9876198172569275,0.9142329096794128,"(tensor([0.8405, 0.9876, 1.0000]), tensor([1.0000, 0.9142, 0.0000]), tensor([0., 1.]))"
id_6,0.9186949729919434,0.9495468735694885,0.9923428297042847,0.9102895855903625,"(tensor([0.8405, 0.9923, 1.0000]), tensor([1.0000, 0.9103, 0.0000]), tensor([0., 1.]))"
id_322,0.9184878468513489,0.9495868682861328,0.9887940287590027,0.9133703112602234,"(tensor([0.8405, 0.9888, 1.0000]), tensor([1.0000, 0.9134, 0.0000]), tensor([0., 1.]))"
id_308,0.9189020991325378,0.9498687386512756,0.988539457321167,0.9141096472740173,"(tensor([0.8405, 0.9885, 1.0000]), tensor([1.0000, 0.9141, 0.0000]), tensor([0., 1.]))"
id_180,0.9195235371589661,0.9501507878303528,0.9910331964492798,0.9125077128410339,"(tensor([0.8405, 0.9910, 1.0000]), tensor([1.0000, 0.9125, 0.0000]), tensor([0., 1.]))"
id_261,0.9197307229042053,0.9502854943275452,0.9910355806350708,0.9127541780471802,"(tensor([0.8405, 0.9910, 1.0000]), tensor([1.0000, 0.9128, 0.0000]), tensor([0., 1.]))"
id_4,0.9196271300315857,0.9503391981124878,0.9885501265525818,0.9149722456932068,"(tensor([0.8405, 0.9886, 1.0000]), tensor([1.0000, 0.9150, 0.0000]), tensor([0., 1.]))"
id_156,0.9199378490447998,0.9503628611564636,0.9922231435775757,0.9118915796279907,"(tensor([0.8405, 0.9922, 1.0000]), tensor([1.0000, 0.9119, 0.0000]), tensor([0., 1.]))"
id_191,0.9196271300315857,0.9503899216651917,0.9875116348266602,0.9159581065177917,"(tensor([0.8405, 0.9875, 1.0000]), tensor([1.0000, 0.9160, 0.0000]), tensor([0., 1.]))"
id_28,0.9194200038909912,0.950420618057251,0.9841625690460205,0.9189155697822571,"(tensor([0.8405, 0.9842, 1.0000]), tensor([1.0000, 0.9189, 0.0000]), tensor([0., 1.]))"
id_120,0.9196271300315857,0.9504786133766174,0.9857048392295837,0.9176833033561707,"(tensor([0.8405, 0.9857, 1.0000]), tensor([1.0000, 0.9177, 0.0000]), tensor([0., 1.]))"
id_219,0.9200414419174194,0.9505635499954224,0.9894680976867676,0.9146025776863098,"(tensor([0.8405, 0.9895, 1.0000]), tensor([1.0000, 0.9146, 0.0000]), tensor([0., 1.]))"
id_121,0.9198342561721802,0.9506378173828125,0.985194981098175,0.9184226989746094,"(tensor([0.8405, 0.9852, 1.0000]), tensor([1.0000, 0.9184, 0.0000]), tensor([0., 1.]))"
id_149,0.9168306589126587,0.9506847858428955,0.9476003646850586,0.9537892937660217,"(tensor([0.8405, 0.9476, 1.0000]), tensor([1.0000, 0.9538, 0.0000]), tensor([0., 1.]))"
id_323,0.9203521609306335,0.9507272839546204,0.9902562499046326,0.9142329096794128,"(tensor([0.8405, 0.9903, 1.0000]), tensor([1.0000, 0.9142, 0.0000]), tensor([0., 1.]))"
id_303,0.9201449751853943,0.9508071541786194,0.9858428239822388,0.9181762337684631,"(tensor([0.8405, 0.9858, 1.0000]), tensor([1.0000, 0.9182, 0.0000]), tensor([0., 1.]))"
id_163,0.9191092848777771,0.9508093595504761,0.9724298119544983,0.9301294088363647,"(tensor([0.8405, 0.9724, 1.0000]), tensor([1.0000, 0.9301, 0.0000]), tensor([0., 1.]))"
id_242,0.9202485680580139,0.9509116411209106,0.9850746393203735,0.9190388321876526,"(tensor([0.8405, 0.9851, 1.0000]), tensor([1.0000, 0.9190, 0.0000]), tensor([0., 1.]))"
id_89,0.9202485680580139,0.9509304165840149,0.9846904873847961,0.9194085001945496,"(tensor([0.8405, 0.9847, 1.0000]), tensor([1.0000, 0.9194, 0.0000]), tensor([0., 1.]))"
id_101,0.9198342561721802,0.950981616973877,0.9782410264015198,0.9252002239227295,"(tensor([0.8405, 0.9782, 1.0000]), tensor([1.0000, 0.9252, 0.0000]), tensor([0., 1.]))"
id_278,0.9204556941986084,0.9509891271591187,0.9862343072891235,0.9181762337684631,"(tensor([0.8405, 0.9862, 1.0000]), tensor([1.0000, 0.9182, 0.0000]), tensor([0., 1.]))"
id_366,0.920559287071228,0.9510122537612915,0.9871386885643005,0.9174368381500244,"(tensor([0.8405, 0.9871, 1.0000]), tensor([1.0000, 0.9174, 0.0000]), tensor([0., 1.]))"
id_60,0.9210771918296814,0.9510597586631775,0.9931589365005493,0.9123844504356384,"(tensor([0.8405, 0.9932, 1.0000]), tensor([1.0000, 0.9124, 0.0000]), tensor([0., 1.]))"
id_222,0.9209735989570618,0.9512491822242737,0.9877919554710388,0.9173136353492737,"(tensor([0.8405, 0.9878, 1.0000]), tensor([1.0000, 0.9173, 0.0000]), tensor([0., 1.]))"
id_79,0.9210771918296814,0.9513285756111145,0.9875348210334778,0.9176833033561707,"(tensor([0.8405, 0.9875, 1.0000]), tensor([1.0000, 0.9177, 0.0000]), tensor([0., 1.]))"
id_15,0.9211807250976562,0.9513645172119141,0.9881837368011475,0.9171903729438782,"(tensor([0.8405, 0.9882, 1.0000]), tensor([1.0000, 0.9172, 0.0000]), tensor([0., 1.]))"
id_187,0.9214914441108704,0.951447606086731,0.9906629323959351,0.915218710899353,"(tensor([0.8405, 0.9907, 1.0000]), tensor([1.0000, 0.9152, 0.0000]), tensor([0., 1.]))"
id_114,0.9213879108428955,0.9515419006347656,0.9872813820838928,0.9182994365692139,"(tensor([0.8405, 0.9873, 1.0000]), tensor([1.0000, 0.9183, 0.0000]), tensor([0., 1.]))"
id_197,0.9208700060844421,0.9515597820281982,0.9800182580947876,0.9247073531150818,"(tensor([0.8405, 0.9800, 1.0000]), tensor([1.0000, 0.9247, 0.0000]), tensor([0., 1.]))"
id_56,0.9214914441108704,0.9517689347267151,0.9839494824409485,0.921626627445221,"(tensor([0.8405, 0.9839, 1.0000]), tensor([1.0000, 0.9216, 0.0000]), tensor([0., 1.]))"
id_260,0.9216986298561096,0.9518041610717773,0.9859992265701294,0.919901430606842,"(tensor([0.8405, 0.9860, 1.0000]), tensor([1.0000, 0.9199, 0.0000]), tensor([0., 1.]))"
id_330,0.9218021631240845,0.951858639717102,0.9862579107284546,0.9197781682014465,"(tensor([0.8405, 0.9863, 1.0000]), tensor([1.0000, 0.9198, 0.0000]), tensor([0., 1.]))"
id_54,0.9222164750099182,0.9520035982131958,0.9888476133346558,0.9178065061569214,"(tensor([0.8405, 0.9888, 1.0000]), tensor([1.0000, 0.9178, 0.0000]), tensor([0., 1.]))"
id_158,0.9227343201637268,0.9522407054901123,0.9909393787384033,0.9164510369300842,"(tensor([0.8405, 0.9909, 1.0000]), tensor([1.0000, 0.9165, 0.0000]), tensor([0., 1.]))"
id_126,0.9225271940231323,0.9522837400436401,0.9871709942817688,0.9197781682014465,"(tensor([0.8405, 0.9872, 1.0000]), tensor([1.0000, 0.9198, 0.0000]), tensor([0., 1.]))"
id_68,0.920559287071228,0.9523927569389343,0.9594797492027283,0.9454097151756287,"(tensor([0.8405, 0.9595, 1.0000]), tensor([1.0000, 0.9454, 0.0000]), tensor([0., 1.]))"
id_243,0.9227343201637268,0.9525324106216431,0.984738826751709,0.9223659634590149,"(tensor([0.8405, 0.9847, 1.0000]), tensor([1.0000, 0.9224, 0.0000]), tensor([0., 1.]))"
id_370,0.9231486320495605,0.9525817632675171,0.9893800616264343,0.9184226989746094,"(tensor([0.8405, 0.9894, 1.0000]), tensor([1.0000, 0.9184, 0.0000]), tensor([0., 1.]))"
id_359,0.9232522249221802,0.9526305794715881,0.9897715449333191,0.9181762337684631,"(tensor([0.8405, 0.9898, 1.0000]), tensor([1.0000, 0.9182, 0.0000]), tensor([0., 1.]))"
id_123,0.9231486320495605,0.9526846408843994,0.9871811866760254,0.9205175638198853,"(tensor([0.8405, 0.9872, 1.0000]), tensor([1.0000, 0.9205, 0.0000]), tensor([0., 1.]))"
id_349,0.9234593510627747,0.9526858329772949,0.9914712309837341,0.9168207049369812,"(tensor([0.8405, 0.9915, 1.0000]), tensor([1.0000, 0.9168, 0.0000]), tensor([0., 1.]))"
id_32,0.923355758190155,0.9527820348739624,0.9879581928253174,0.9200246334075928,"(tensor([0.8405, 0.9880, 1.0000]), tensor([1.0000, 0.9200, 0.0000]), tensor([0., 1.]))"
id_247,0.9234593510627747,0.9528006315231323,0.9889949560165405,0.9191620349884033,"(tensor([0.8405, 0.9890, 1.0000]), tensor([1.0000, 0.9192, 0.0000]), tensor([0., 1.]))"
id_166,0.9232522249221802,0.9528475999832153,0.985131561756134,0.9226124286651611,"(tensor([0.8405, 0.9851, 1.0000]), tensor([1.0000, 0.9226, 0.0000]), tensor([0., 1.]))"
id_268,0.9234593510627747,0.9529089331626892,0.9866719245910645,0.9213801622390747,"(tensor([0.8405, 0.9867, 1.0000]), tensor([1.0000, 0.9214, 0.0000]), tensor([0., 1.]))"
id_175,0.9235629439353943,0.952915608882904,0.9879613518714905,0.920271098613739,"(tensor([0.8405, 0.9880, 1.0000]), tensor([1.0000, 0.9203, 0.0000]), tensor([0., 1.]))"
id_80,0.9241843819618225,0.953125,0.9921343922615051,0.9170671701431274,"(tensor([0.8405, 0.9921, 1.0000]), tensor([1.0000, 0.9171, 0.0000]), tensor([0., 1.]))"
id_262,0.9238736629486084,0.953157901763916,0.9870644211769104,0.9215033650398254,"(tensor([0.8405, 0.9871, 1.0000]), tensor([1.0000, 0.9215, 0.0000]), tensor([0., 1.]))"
id_202,0.9242879152297974,0.9531739950180054,0.9925293326377869,0.9168207049369812,"(tensor([0.8405, 0.9925, 1.0000]), tensor([1.0000, 0.9168, 0.0000]), tensor([0., 1.]))"
id_45,0.9237700700759888,0.9531806111335754,0.9851413369178772,0.9232285618782043,"(tensor([0.8405, 0.9851, 1.0000]), tensor([1.0000, 0.9232, 0.0000]), tensor([0., 1.]))"
id_241,0.923355758190155,0.9532651901245117,0.9777173399925232,0.9300061464309692,"(tensor([0.8405, 0.9777, 1.0000]), tensor([1.0000, 0.9300, 0.0000]), tensor([0., 1.]))"
id_348,0.924391508102417,0.9533665180206299,0.9897864460945129,0.9195317029953003,"(tensor([0.8405, 0.9898, 1.0000]), tensor([1.0000, 0.9195, 0.0000]), tensor([0., 1.]))"
id_50,0.924391508102417,0.9534379839897156,0.9882321953773499,0.9210104942321777,"(tensor([0.8405, 0.9882, 1.0000]), tensor([1.0000, 0.9210, 0.0000]), tensor([0., 1.]))"
id_350,0.9245986342430115,0.9535536170005798,0.9886228442192078,0.9208872318267822,"(tensor([0.8405, 0.9886, 1.0000]), tensor([1.0000, 0.9209, 0.0000]), tensor([0., 1.]))"
id_179,0.9245986342430115,0.9535773396492004,0.9881062507629395,0.9213801622390747,"(tensor([0.8405, 0.9881, 1.0000]), tensor([1.0000, 0.9214, 0.0000]), tensor([0., 1.]))"
id_147,0.9245986342430115,0.9535773396492004,0.9881062507629395,0.9213801622390747,"(tensor([0.8405, 0.9881, 1.0000]), tensor([1.0000, 0.9214, 0.0000]), tensor([0., 1.]))"
id_34,0.9244951009750366,0.953587532043457,0.9864330887794495,0.9228588938713074,"(tensor([0.8405, 0.9864, 1.0000]), tensor([1.0000, 0.9229, 0.0000]), tensor([0., 1.]))"
id_20,0.9247022271156311,0.9536499977111816,0.9879788756370544,0.921626627445221,"(tensor([0.8405, 0.9880, 1.0000]), tensor([1.0000, 0.9216, 0.0000]), tensor([0., 1.]))"
id_230,0.9249093532562256,0.9536948204040527,0.9899231195449829,0.9200246334075928,"(tensor([0.8405, 0.9899, 1.0000]), tensor([1.0000, 0.9200, 0.0000]), tensor([0., 1.]))"
id_186,0.9249093532562256,0.953712522983551,0.9895336627960205,0.9203943610191345,"(tensor([0.8405, 0.9895, 1.0000]), tensor([1.0000, 0.9204, 0.0000]), tensor([0., 1.]))"
id_295,0.9240807890892029,0.953727662563324,0.9777374863624573,0.9308687448501587,"(tensor([0.8405, 0.9777, 1.0000]), tensor([1.0000, 0.9309, 0.0000]), tensor([0., 1.]))"
id_182,0.9249093532562256,0.9537302851676941,0.9891448020935059,0.9207640290260315,"(tensor([0.8405, 0.9891, 1.0000]), tensor([1.0000, 0.9208, 0.0000]), tensor([0., 1.]))"
id_48,0.9245986342430115,0.9539240598678589,0.9806115627288818,0.9286506175994873,"(tensor([0.8405, 0.9806, 1.0000]), tensor([1.0000, 0.9287, 0.0000]), tensor([0., 1.]))"
id_227,0.925427258014679,0.9540582299232483,0.9892814755439758,0.921256959438324,"(tensor([0.8405, 0.9893, 1.0000]), tensor([1.0000, 0.9213, 0.0000]), tensor([0., 1.]))"
id_312,0.9250129461288452,0.9540957808494568,0.9826302528381348,0.9271718859672546,"(tensor([0.8405, 0.9826, 1.0000]), tensor([1.0000, 0.9272, 0.0000]), tensor([0., 1.]))"
id_371,0.925427258014679,0.9542450308799744,0.9851725697517395,0.9252002239227295,"(tensor([0.8405, 0.9852, 1.0000]), tensor([1.0000, 0.9252, 0.0000]), tensor([0., 1.]))"
id_140,0.9259451031684875,0.954345166683197,0.9903259873390198,0.9208872318267822,"(tensor([0.8405, 0.9903, 1.0000]), tensor([1.0000, 0.9209, 0.0000]), tensor([0., 1.]))"
id_177,0.926152229309082,0.95435631275177,0.9930722117424011,0.9185459017753601,"(tensor([0.8405, 0.9931, 1.0000]), tensor([1.0000, 0.9185, 0.0000]), tensor([0., 1.]))"
id_190,0.9257379770278931,0.954397976398468,0.9861987233161926,0.9245840907096863,"(tensor([0.8405, 0.9862, 1.0000]), tensor([1.0000, 0.9246, 0.0000]), tensor([0., 1.]))"
id_221,0.926152229309082,0.9544146656990051,0.9917618632316589,0.9197781682014465,"(tensor([0.8405, 0.9918, 1.0000]), tensor([1.0000, 0.9198, 0.0000]), tensor([0., 1.]))"
id_195,0.9262558221817017,0.9545512795448303,0.9901999831199646,0.9213801622390747,"(tensor([0.8405, 0.9902, 1.0000]), tensor([1.0000, 0.9214, 0.0000]), tensor([0., 1.]))"
id_64,0.9263594150543213,0.9547622799873352,0.9869771003723145,0.9245840907096863,"(tensor([0.8405, 0.9870, 1.0000]), tensor([1.0000, 0.9246, 0.0000]), tensor([0., 1.]))"
id_170,0.9264629483222961,0.9548230767250061,0.98710697889328,0.9245840907096863,"(tensor([0.8405, 0.9871, 1.0000]), tensor([1.0000, 0.9246, 0.0000]), tensor([0., 1.]))"
id_86,0.9253236651420593,0.9549403190612793,0.9688054919242859,0.9414663910865784,"(tensor([0.8405, 0.9688, 1.0000]), tensor([1.0000, 0.9415, 0.0000]), tensor([0., 1.]))"
id_13,0.9267736673355103,0.9549595713615417,0.9885254502296448,0.9235982894897461,"(tensor([0.8405, 0.9885, 1.0000]), tensor([1.0000, 0.9236, 0.0000]), tensor([0., 1.]))"
